,year,month,day,hour,PM2.5,temperature,pressure,rain,wind_speed,E,ENE,ESE,N,NE,NNE,NNW,NW,S,SE,SSE,SSW,SW,W,WNW,WSW
22991,2015,11.0,13.0,20.0,261.0,6.7,1015.7,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22992,2015,11.0,13.0,21.0,266.0,6.8,1015.6,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22993,2015,11.0,13.0,22.0,264.0,6.7,1015.3,0.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22994,2015,11.0,13.0,23.0,263.0,6.6,1014.9,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22995,2015,11.0,14.0,0.0,258.0,6.5,1014.2,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22996,2015,11.0,14.0,1.0,264.0,7.3,1013.8,0.0,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22997,2015,11.0,14.0,2.0,261.0,7.2,1013.5,0.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22998,2015,11.0,14.0,3.0,248.0,7.3,1013.3,0.0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22999,2015,11.0,14.0,4.0,245.0,7.1,1012.9,0.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000,2015,11.0,14.0,5.0,242.0,6.7,1012.3,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23001,2015,11.0,14.0,6.0,231.0,6.7,1012.4,0.0,0.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23002,2015,11.0,14.0,7.0,232.0,6.7,1012.4,0.0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23003,2015,11.0,14.0,8.0,219.0,6.5,1012.4,0.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23004,2015,11.0,14.0,9.0,240.0,7.6,1012.4,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23005,2015,11.0,14.0,10.0,260.0,8.5,1012.4,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23006,2015,11.0,14.0,11.0,262.0,9.3,1012.1,0.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23007,2015,11.0,14.0,12.0,264.0,9.7,1011.8,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23008,2015,11.0,14.0,13.0,275.0,10.2,1011.1,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23009,2015,11.0,14.0,14.0,309.0,10.1,1010.6,0.0,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23010,2015,11.0,14.0,15.0,402.0,9.8,1010.6,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23011,2015,11.0,14.0,16.0,356.0,9.7,1010.8,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23012,2015,11.0,14.0,17.0,340.0,9.6,1011.1,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23013,2015,11.0,14.0,18.0,317.0,9.5,1011.7,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23014,2015,11.0,14.0,19.0,315.0,9.4,1012.3,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23015,2015,11.0,14.0,20.0,329.0,8.9,1012.7,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23016,2015,11.0,14.0,21.0,334.0,9.1,1013.0,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23017,2015,11.0,14.0,22.0,295.0,9.2,1013.3,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23018,2015,11.0,14.0,23.0,269.0,8.3,1013.4,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23019,2015,11.0,15.0,0.0,253.0,7.5,1013.5,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23020,2015,11.0,15.0,1.0,238.0,8.5,1014.3,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23021,2015,11.0,15.0,2.0,222.0,8.4,1014.4,0.0,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23022,2015,11.0,15.0,3.0,209.0,7.8,1014.5,0.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23023,2015,11.0,15.0,4.0,203.0,6.0,1014.1,0.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23024,2015,11.0,15.0,5.0,205.0,5.9,1014.6,0.0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23025,2015,11.0,15.0,6.0,240.0,5.1,1015.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23026,2015,11.0,15.0,7.0,239.0,4.5,1015.5,0.0,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23027,2015,11.0,15.0,8.0,210.0,4.8,1016.4,0.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23028,2015,11.0,15.0,9.0,177.0,6.4,1017.2,0.0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23029,2015,11.0,15.0,10.0,176.0,8.9,1017.0,0.0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23030,2015,11.0,15.0,11.0,221.0,9.5,1017.1,0.0,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23031,2015,11.0,15.0,12.0,225.0,11.2,1016.4,0.0,1.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23032,2015,11.0,15.0,13.0,226.0,12.1,1015.9,0.0,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23033,2015,11.0,15.0,14.0,166.0,12.1,1015.8,0.0,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23034,2015,11.0,15.0,15.0,177.0,11.6,1016.0,0.0,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23035,2015,11.0,15.0,16.0,208.0,10.7,1016.5,0.0,3.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23036,2015,11.0,15.0,17.0,266.0,10.3,1017.0,0.0,1.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23037,2015,11.0,15.0,18.0,279.0,9.1,1017.7,0.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23038,2015,11.0,15.0,19.0,279.0,9.8,1018.5,0.0,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23039,2015,11.0,15.0,20.0,279.0,9.5,1019.4,0.0,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23040,2015,11.0,15.0,21.0,134.0,9.2,1019.8,0.0,1.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23041,2015,11.0,15.0,22.0,90.0,8.7,1019.7,0.0,1.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23042,2015,11.0,15.0,23.0,67.0,8.6,1019.5,0.0,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23043,2015,11.0,16.0,0.0,71.0,7.4,1019.3,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23044,2015,11.0,16.0,1.0,44.0,6.7,1018.7,0.2,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23045,2015,11.0,16.0,2.0,44.0,7.0,1018.6,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23046,2015,11.0,16.0,3.0,46.0,6.8,1018.3,0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23047,2015,11.0,16.0,4.0,43.0,6.6,1017.5,0.3,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23048,2015,11.0,16.0,5.0,41.0,6.1,1017.4,0.0,0.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23049,2015,11.0,16.0,6.0,41.0,6.1,1017.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23050,2015,11.0,16.0,7.0,44.0,6.1,1017.1,0.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23051,2015,11.0,16.0,8.0,44.0,6.3,1017.4,0.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23052,2015,11.0,16.0,9.0,45.0,6.6,1017.7,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23053,2015,11.0,16.0,10.0,57.0,7.0,1017.4,0.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23054,2015,11.0,16.0,11.0,59.0,7.7,1016.7,0.0,1.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23055,2015,11.0,16.0,12.0,66.0,8.0,1015.7,0.0,2.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23056,2015,11.0,16.0,13.0,75.0,8.0,1015.0,0.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23057,2015,11.0,16.0,14.0,64.0,8.3,1014.6,0.0,1.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23058,2015,11.0,16.0,15.0,71.0,8.5,1014.4,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23059,2015,11.0,16.0,16.0,63.0,8.5,1014.9,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23060,2015,11.0,16.0,17.0,57.0,8.1,1015.3,0.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23061,2015,11.0,16.0,18.0,55.0,7.6,1016.0,0.0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23062,2015,11.0,16.0,19.0,67.0,7.1,1016.6,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23063,2015,11.0,16.0,20.0,71.0,6.4,1016.6,0.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23064,2015,11.0,16.0,21.0,64.0,6.1,1017.2,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23065,2015,11.0,16.0,22.0,66.0,5.7,1017.5,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23066,2015,11.0,16.0,23.0,70.0,5.9,1017.7,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23067,2015,11.0,17.0,0.0,74.0,3.9,1018.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23068,2015,11.0,17.0,1.0,75.0,2.8,1018.1,0.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23069,2015,11.0,17.0,2.0,79.0,2.5,1018.1,0.0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23070,2015,11.0,17.0,3.0,95.0,3.2,1018.5,0.0,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23071,2015,11.0,17.0,4.0,96.0,3.2,1018.7,0.0,1.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23072,2015,11.0,17.0,5.0,85.0,2.0,1019.6,0.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23073,2015,11.0,17.0,6.0,81.0,1.4,1020.4,0.0,0.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23074,2015,11.0,17.0,7.0,73.0,1.4,1021.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23075,2015,11.0,17.0,8.0,72.0,3.9,1022.0,0.0,1.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23076,2015,11.0,17.0,9.0,59.0,6.3,1023.1,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23077,2015,11.0,17.0,10.0,36.0,7.5,1023.3,0.0,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23078,2015,11.0,17.0,11.0,22.0,7.9,1023.7,0.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23079,2015,11.0,17.0,12.0,20.0,8.0,1023.2,0.0,2.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23080,2015,11.0,17.0,13.0,19.0,8.5,1022.8,0.0,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23081,2015,11.0,17.0,14.0,19.0,8.8,1022.6,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23082,2015,11.0,17.0,15.0,21.0,8.5,1022.3,0.0,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23083,2015,11.0,17.0,16.0,57.0,7.4,1022.9,0.0,2.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23084,2015,11.0,17.0,17.0,101.0,6.9,1024.0,0.0,2.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23085,2015,11.0,17.0,18.0,69.0,6.3,1024.8,0.0,2.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23086,2015,11.0,17.0,19.0,57.0,5.8,1025.0,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23087,2015,11.0,17.0,20.0,54.0,5.6,1025.1,0.0,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23088,2015,11.0,17.0,21.0,45.0,5.2,1024.8,0.0,2.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23089,2015,11.0,17.0,22.0,53.0,4.9,1024.5,0.0,2.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23090,2015,11.0,17.0,23.0,56.0,4.6,1024.5,0.0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23091,2015,11.0,18.0,0.0,50.0,4.3,1025.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23092,2015,11.0,18.0,1.0,56.0,4.7,1025.5,0.0,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23093,2015,11.0,18.0,2.0,57.0,4.6,1025.5,0.0,2.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23094,2015,11.0,18.0,3.0,45.0,4.4,1025.5,0.0,2.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23095,2015,11.0,18.0,4.0,36.0,4.1,1024.1,0.0,2.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23096,2015,11.0,18.0,5.0,40.0,3.1,1025.0,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23097,2015,11.0,18.0,6.0,47.0,2.6,1024.9,0.0,1.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23098,2015,11.0,18.0,7.0,49.0,2.3,1024.5,0.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23099,2015,11.0,18.0,8.0,47.0,2.5,1024.4,0.0,2.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23100,2015,11.0,18.0,9.0,45.0,2.6,1024.5,0.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23101,2015,11.0,18.0,10.0,62.0,2.8,1024.5,0.0,2.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23102,2015,11.0,18.0,11.0,64.0,3.0,1024.5,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23103,2015,11.0,18.0,12.0,67.0,3.1,1023.4,0.0,2.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23104,2015,11.0,18.0,13.0,63.0,3.4,1022.4,0.0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23105,2015,11.0,18.0,14.0,69.0,3.8,1022.1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23106,2015,11.0,18.0,15.0,77.0,4.0,1021.3,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23107,2015,11.0,18.0,16.0,73.0,4.2,1021.2,0.0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23108,2015,11.0,18.0,17.0,82.0,3.9,1021.0,0.0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23109,2015,11.0,18.0,18.0,81.0,4.0,1021.0,0.0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23110,2015,11.0,18.0,19.0,88.0,4.1,1021.2,0.0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23111,2015,11.0,18.0,20.0,82.0,4.5,1021.5,0.0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23112,2015,11.0,18.0,21.0,95.0,4.4,1020.7,0.0,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23113,2015,11.0,18.0,22.0,92.0,4.5,1022.0,0.0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23114,2015,11.0,18.0,23.0,98.0,4.7,1021.9,0.0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23115,2015,11.0,19.0,0.0,102.0,4.5,1021.0,0.0,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23116,2015,11.0,19.0,1.0,101.0,5.0,1020.9,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23117,2015,11.0,19.0,2.0,105.0,4.9,1021.1,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23118,2015,11.0,19.0,3.0,101.0,4.3,1020.4,0.0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23119,2015,11.0,19.0,4.0,97.0,4.2,1020.3,0.0,0.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23120,2015,11.0,19.0,5.0,78.0,4.0,1020.4,0.3,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23121,2015,11.0,19.0,6.0,81.0,3.9,1020.8,0.6,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23122,2015,11.0,19.0,7.0,90.0,3.9,1021.4,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23123,2015,11.0,19.0,8.0,94.0,4.0,1021.7,0.2,1.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23124,2015,11.0,19.0,9.0,102.0,4.2,1022.2,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23125,2015,11.0,19.0,10.0,81.0,4.5,1022.3,0.3,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23126,2015,11.0,19.0,11.0,94.0,4.2,1022.2,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23127,2015,11.0,19.0,12.0,112.0,4.1,1021.8,0.7,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23128,2015,11.0,19.0,13.0,83.0,4.2,1021.2,0.9,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23129,2015,11.0,19.0,14.0,68.0,4.3,1020.8,0.3,2.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23130,2015,11.0,19.0,15.0,51.0,4.0,1021.0,0.6,2.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23131,2015,11.0,19.0,16.0,53.0,3.8,1021.3,0.3,2.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23132,2015,11.0,19.0,17.0,69.0,2.5,1022.0,0.6,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23133,2015,11.0,19.0,18.0,63.0,1.4,1022.4,0.6,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23134,2015,11.0,19.0,19.0,62.0,0.8,1023.1,0.0,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23135,2015,11.0,19.0,20.0,58.0,0.8,1023.1,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23136,2015,11.0,19.0,21.0,69.0,0.8,1023.2,0.0,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23137,2015,11.0,19.0,22.0,69.0,0.7,1023.6,0.2,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23138,2015,11.0,19.0,23.0,69.0,0.6,1023.2,0.3,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23139,2015,11.0,20.0,0.0,68.0,0.4,1022.9,0.3,1.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23140,2015,11.0,20.0,1.0,64.0,0.4,1023.3,0.1,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23141,2015,11.0,20.0,2.0,53.0,0.3,1022.6,0.2,2.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23142,2015,11.0,20.0,3.0,55.0,0.3,1022.5,0.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23143,2015,11.0,20.0,4.0,52.0,0.3,1021.9,0.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23144,2015,11.0,20.0,5.0,43.0,0.0,1022.2,0.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23145,2015,11.0,20.0,6.0,36.0,-0.1,1022.4,0.6,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23146,2015,11.0,20.0,7.0,32.0,-0.1,1023.0,0.1,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23147,2015,11.0,20.0,8.0,29.0,0.2,1023.3,0.2,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23148,2015,11.0,20.0,9.0,40.0,0.1,1023.7,0.2,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23149,2015,11.0,20.0,10.0,51.0,0.1,1023.9,0.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23150,2015,11.0,20.0,11.0,60.0,0.5,1024.0,0.1,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23151,2015,11.0,20.0,12.0,74.0,0.5,1023.6,0.1,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23152,2015,11.0,20.0,13.0,90.0,0.7,1023.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23153,2015,11.0,20.0,14.0,97.0,0.8,1022.6,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23154,2015,11.0,20.0,15.0,88.0,1.0,1022.9,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23155,2015,11.0,20.0,16.0,92.0,0.9,1023.2,0.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23156,2015,11.0,20.0,17.0,92.0,0.9,1023.6,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23157,2015,11.0,20.0,18.0,98.0,1.0,1023.9,0.0,1.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23158,2015,11.0,20.0,19.0,95.0,1.0,1024.5,0.0,1.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23159,2015,11.0,20.0,20.0,88.0,0.9,1025.4,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23160,2015,11.0,20.0,21.0,68.0,0.8,1025.8,0.0,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23161,2015,11.0,20.0,22.0,63.0,0.9,1026.4,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23162,2015,11.0,20.0,23.0,54.0,0.9,1026.1,0.2,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23163,2015,11.0,21.0,0.0,32.0,0.9,1026.1,0.1,1.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23164,2015,11.0,21.0,1.0,34.0,1.0,1025.9,0.0,0.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23165,2015,11.0,21.0,2.0,30.0,1.1,1025.5,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23166,2015,11.0,21.0,3.0,28.0,1.2,1025.9,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23167,2015,11.0,21.0,4.0,27.0,1.2,1025.4,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23168,2015,11.0,21.0,5.0,25.0,1.1,1025.2,0.3,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23169,2015,11.0,21.0,6.0,23.0,1.3,1025.7,0.1,0.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23170,2015,11.0,21.0,7.0,26.0,1.0,1026.3,0.4,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23171,2015,11.0,21.0,8.0,31.0,0.8,1027.2,0.3,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23172,2015,11.0,21.0,9.0,34.0,0.6,1027.7,0.1,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23173,2015,11.0,21.0,10.0,35.0,0.4,1028.2,0.2,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23174,2015,11.0,21.0,11.0,35.0,0.3,1028.5,0.1,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23175,2015,11.0,21.0,12.0,37.0,0.0,1027.9,1.1,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23176,2015,11.0,21.0,13.0,39.0,-0.1,1027.3,0.7,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23177,2015,11.0,21.0,14.0,40.0,-0.1,1027.2,0.2,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23178,2015,11.0,21.0,15.0,54.0,0.0,1027.5,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23179,2015,11.0,21.0,16.0,46.0,0.0,1027.9,0.1,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23180,2015,11.0,21.0,17.0,51.0,0.1,1028.7,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23181,2015,11.0,21.0,18.0,49.0,0.2,1029.2,0.1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23182,2015,11.0,21.0,19.0,48.0,0.3,1030.0,0.0,1.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23183,2015,11.0,21.0,20.0,63.0,0.1,1030.6,0.0,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23184,2015,11.0,21.0,21.0,70.0,-0.1,1030.7,0.0,1.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23185,2015,11.0,21.0,23.0,80.0,-0.1,1031.3,0.0,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
